"name","type","address","zip_code","state_ab","city","zip_code-2","lst","lon","mean","median","stdev","sum_w"
"El Gringo Mexican Restaurant","mexican","921 N Sepulveda Blvd","90266","CA","Manhattan Beach","90266","33.8984626","-118.4050812",164396,206024,92189,"112.9917153"
"Fitch's Kitchen","sandwiches","300 The Village","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Los 3 Potosinos","mexican","16323 S Western Ave","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Chick-fil-A","hotdogs","1919 Artesia Blvd","90278","CA","Redondo Beach","90278","33.8873629","-118.3699718",109016,300000,58288,"99.02806248"
"Fresh Brothers Pizza Redondo Beach","pizza","407 N Pacific Coast Hwy","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wingstop","chicken_wings","17419 Crenshaw Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"McDonald's","hotdogs","1203 Artesia Blvd","90266","CA","Manhattan Beach","90266","33.8984626","-118.4050812",164396,206024,92189,"112.9917153"
"TOGO'S Sandwiches","sandwiches","20022 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"McDonald's","hotdogs","3880 Pacific Coast Hwy","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"El Pollo Loco","hotdogs","2940 W Pacific Coast Hwy","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Del Taco","mexican","18604 S Western Ave","90248","CA","Gardena","90248","33.8701465","-118.3023094",87607,300000,57683,"103.726454"
"KFC","hotdogs","2215 Sepulveda Blvd","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Tacos & Mariscos El Parque","mexican","1124 W Redondo Beach Blvd","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Brazilian Plate House","brazilian","4509 Torrance Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"McDonald's","hotdogs","19009 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"The Toss Up","salad","1550 Artesia Blvd","90248","CA","Gardena","90248","33.8701465","-118.3023094",87607,300000,57683,"103.726454"
"McDonald's","burgers","1398 Artesia Blvd","90248","CA","Gardena","90248","33.8701465","-118.3023094",87607,300000,57683,"103.726454"
"Jersey Mike's Subs","hotdogs","1747 W Artesia Blvd","90248","CA","Gardena","90248","33.8701465","-118.3023094",87607,300000,57683,"103.726454"
"Gardena Bowl Coffee Shop","hawaiian","15707 S Vermont Ave","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Chile Verde","mexican","1425 Artesia Blvd","90248","CA","Gardena","90248","33.8701465","-118.3023094",87607,300000,57683,"103.726454"
"The Flame Broiler","hotdogs","2024 W Carson St","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Picoso's Tacos Y Mas","mexican","3527 Artesia Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"Red Robin Gourmet Burgers and Brews","burgers","1815 Hawthorne Blvd","90278","CA","Redondo Beach","90278","33.8873629","-118.3699718",109016,300000,58288,"99.02806248"
"Steve's CharBurger","burgers","20055 Anza Ave","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Giuliano's Delicatessen","delis","1138 W Gardena Blvd","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"The Pan","pizza","1429 W Artesia Blvd","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Wingstop","chicken_wings","20796 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Carl's Jr","burgers","2210 W Redondo Beach Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"Brolly Hut","burgers","16927 Hawthorne Blvd","90260","CA","Lawndale","90260","33.8985392","-118.3480963",55420,45831,36998,"241.2249701"
"Burnt Tortilla","mexican","1435 W Redondo Beach Blvd","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Supreme Burger Grill","burgers","15900 Crenshaw Blvd","90249","CA","Gardena","90249","33.9112721","-118.3195843",55800,52730,34950,"321.0789043"
"Del Taco","hotdogs","20135 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Ramona's Mexican Torrance North - Deli 3","mexican","16300 Crenshaw Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"Wendy's","burgers","14502 Hawthorne Blvd.","90260","CA","Lawndale","90260","33.8985392","-118.3480963",55420,45831,36998,"241.2249701"
"Jersey Mike's Subs","sandwiches","20016 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Flame Broiler","asianfusion","1252 W Redondo Beach Blvd","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Blazin' Hens","chickenshop","2315 Artesia Blvd","90278","CA","Redondo Beach","90278","33.8873629","-118.3699718",109016,300000,58288,"99.02806248"
"Papa Johns Pizza","pizza","2105 Artesia Blvd.","90278","CA","Redondo Beach","90278","33.8873629","-118.3699718",109016,300000,58288,"99.02806248"
"Jack in the Box","hotdogs","2186 Redondo Beach Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"Jack in the Box","hotdogs","835 W Carson St","90502","CA","Torrance","90502","33.823139","-118.293685",79017,63800,58101,"3661.269191"
"Wingstop","chicken_wings","15211 Hawthorne Blvd","90260","CA","Lawndale","90260","33.8985392","-118.3480963",55420,45831,36998,"241.2249701"
"Rae G Cafe","cafes","21221 S Western Ave","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"KFC","hotdogs","16502 S Crenshaw Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"Popeyes Louisiana Kitchen","hotdogs","14312 Prairie Ave","90250","CA","Hawthorne","90250","33.9204031","-118.3581593",49456,40862,37525,"453.3069435"
"The Tamale Man","mexican","1654 W Carson St","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"GiGi's Pizza","pizza","16006 Crenshaw Blvd","90249","CA","Gardena","90249","33.9112721","-118.3195843",55800,52730,34950,"321.0789043"
"Carl's Jr","hotdogs","21112 Anza Ave","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"McDonald's","hotdogs","5019 Torrance Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Rick's In & Out","breakfast_brunch","1300 W Rosecrans Ave","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Maui Chicken & Poke","hawaiian","2100 Redondo Beach Blvd","90504","CA","Torrance","90504","33.8829956","-118.3393815",91949,300000,63391,"253.5557357"
"Chicken Dijon - Mediterranean Catering & Delivery","mideastern","3556 Torrance Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Urban Plates","salad","21503 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Pit Stop Burgers","burgers","20720 Normandie Ave","90502","CA","Torrance","90502","33.823139","-118.293685",79017,63800,58101,"3661.269191"
"Louisiana Famous Fried Chicken & Waffles","waffles","3101 Rosecrans Ave","90250","CA","Hawthorne","90250","33.9204031","-118.3581593",49456,40862,37525,"453.3069435"
"La Zeez Pita Grill","mediterranean","4903 Torrance Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"The Flame Broiler","hotdogs","20016 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Slider Stop","burgers","2315 Artesia Blvd","90278","CA","Redondo Beach","90278","33.8873629","-118.3699718",109016,300000,58288,"99.02806248"
"McDonald's","hotdogs","1419 W Redondo Beach Blvd","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Taco Bell","mexican","16901 Hawthorne Blvd","90260","CA","Lawndale","90260","33.8985392","-118.3480963",55420,45831,36998,"241.2249701"
"El Pollo Loco","hotdogs","15329 Normandie Ave","90247","CA","Gardena","90247","33.8771395","-118.286709",50930,35604,49082,"126.9287896"
"Papa Johns Pizza","pizza","1741 West Artesia Boulevard","90248","CA","Gardena","90248","33.8701465","-118.3023094",87607,300000,57683,"103.726454"
"Carson & Vermont","hotdogs","819 W Carson St","90502","CA","Torrance","90502","33.823139","-118.293685",79017,63800,58101,"3661.269191"
"Steve's CharBurger","burgers","20055 Anza Ave","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Lemonade - Del Amo","salad","21540 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Chipotle Mexican Grill","mexican","24631 Crenshaw Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Chicken Maison","mediterranean","26640 S Western Ave","90710","CA","Harbor City","90710","33.7926172","-118.3043149",64107,48109,47672,"486.0852868"
"Chicken Maison","mediterranean","24631 Crenshaw Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Luna Grill - Torrance","mediterranean","21540 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Willingham's World Champion BBQ","bbq","443 S Pacific Coast Hwy","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Caps & Corks","beer_and_wine","21186 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Chipotle Mexican Grill","mexican","21300 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Wingstop","chicken_wings","1685 Pacific Coast Hwy","90710","CA","Harbor City","90710","33.7926172","-118.3043149",64107,48109,47672,"486.0852868"
"Fantastic Cafe","burgers","24211 Narbonne Ave","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Maui Chicken & Poke","hawaiian","4509 W Sepulveda Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Dickey's Barbecue Pit","bbq","407 N Pacific Coast Hwy","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jack's Pizza & Subs","pizza","5007 Pacific Coast Hwy","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Yoshinoya","japanese","1603 Sepulveda Blvd.","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Aristo Cafe","mideastern","3768 W 242nd St","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Fantastic Cafe","breakfast_brunch","20305 S Western Ave","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Subway","sandwiches","23211 Hawthorne Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Hot N Tot","tradamerican","2347 Pacific Coast Hwy","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"bb.q Chicken - Lomita","chicken_wings","2383 Lomita Blvd","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Del Taco","hotdogs","20135 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Rae G Cafe","cafes","21221 S Western Ave","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"NORMS Restaurant","diners","2448 Pacific Coast Hwy","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Crazy Fish - Grill & Market","seafood","28158 S Western Ave","90731","CA","San Pedro","90731","33.7410279","-118.2837798",68164,55848,62112,"290.2474582"
"Sushi Gone Wild","sushi","24004 Vista Montana","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"The San Franciscan","karaoke","2520 Sepulveda Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"KFC","hotdogs","4525 Torrance Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Mexican Riviera","mexican","4239 Pacific Coast Hwy","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Wahoo's Fish Tacos","seafood","3556 Torrance Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"McDonald's","hotdogs","1712 Pacific Coast Hwy","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Fosters Freeze","icecream","1624 Cravens Ave","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Wienerschnitzel","hotdogs","1715 Pacific Coast Hwy","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"McDonald's","hotdogs","24650 Crenshaw Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Piece O' Pizza","pizza","2350 Sepulveda Blvd","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Papa Johns Pizza","pizza","1963 Pch","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Pedone's Pizza & Deli","pizza","1819 S Catalina Ave","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Pink's Hot Dog Del Amo","hotdog","3525 W Carson St","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Blaze Pizza","pizza","21712 Hawthorne Blvd","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Maderos Cocina Mexicana","mexican","231 S Pacific Coast Hwy","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Alfredo's Mexican Food","mexican","1619 W Carson St","90501","CA","Torrance","90501","33.8308864","-118.30513",71178,63008,50150,"309.5136787"
"Ocho Mexican Grill","mexican","403 N Pacific Coast Hwy","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"El Torito","mexican","23225 Hawthorne Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Jamba","juicebars","1755 S Elena Ave","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eric's Meaner Weiner","hotdog","Ave C & Esplanade","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Panda Express","chinese","417 N. Pacific Coast Hwy","90277",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"KFC","hotdogs","26715 Western Ave","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Jack in the Box","burgers","1724 W Pacific Coast Hwy","90717","CA","Lomita","90717","33.780959","-118.325312",143582,140323,84725,"834.7498388"
"Black Bear Diner - Torrance","diners","24021 Hawthorne Blvd","90505","CA","Torrance","90505","33.8209956","-118.367527",125786,300000,66719,"127.1229427"
"Domino's Pizza","pizza","865 Silver Spur Rd","90274","CA","Palos Verdes Estates","90274","33.8001638","-118.3869835",150223,157006,81326,"58.49228472"
"Lazy Dog Restaurant & Bar","newamerican","3525 W Carson St","90503","CA","Torrance","90503","33.8530265","-118.3702822",114126,300000,62960,"71.4621798"
"Subway","sandwiches","7920 Norwalk Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Subway","sandwiches","12548 Washington Blvd","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"El Taco Sabroso","mexican","11503 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"McDonald's","burgers","15710 Leffingwell Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Aki-Los Tacos Truck","foodtrucks","14212 Mulberry Dr","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Subway","sandwiches","8330 Painter Ave","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"J's Grill","breakfast_brunch","16347 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rosarito Taco Grill","mexican","16220 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ruby's Diner","diners","10109 Whittwood Dr","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Flame Broiler","hotdogs","10633 Carmenita Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Chili's","tex-mex","13580 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Red Robin Gourmet Burgers and Brews","burgers","15610 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Steak Corral","steak","11605 Washington Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Domino's Pizza","pizza","14712 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Little Caesars Pizza","pizza","11117 Santa Gertrudes Ave","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Ortega's Fish & Grill","seafood","15660 Leffingwell Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Pizza Hut","pizza","13525 Telegraph Rd C","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Orchards Bbq and Grill","bbq","16214  Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Subway","sandwiches","11747 Whittier Blvd Space 4-D","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"The Original Pancake House","tradamerican","16363 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"IHOP","tradamerican","15344 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Little Caesars Pizza","pizza","13403-A Telegraph Road","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Taco Bell","mexican","14950 Leffingwell Rd","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Mariscos Mazatlan","mexican","13345 Telegraph Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"S & P Restaurant & Sports Bar","sportsbars","13225 Telegraph Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Subway","sandwiches","5416 Norwalk Blvd","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"El Buen Gusto","mexican","10820 Beverly Blvd","90601","CA","Whittier","90601","33.998845","-118.0628302",88766,78658,62006,"436.2382288"
"Taqueria Colima","mexican","15648 Leffingwell Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Subway","sandwiches","15030 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jamba","juicebars","10124 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Mimi's Cafe","french","15436 E Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Taqueria El Atacor","mexican","11156 1/2 Whittier Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Subway","sandwiches","13345 Telegraph Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Casa Martinez","mexican","13604 Telegraph Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Jamba","juicebars","15576 Whittwood Lane","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Subway","sandwiches","16228 E Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Taco Bell","hotdogs","13410 Rosecrans Ave","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Corner Bakery","salad","13515 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"The Burgerstop","burgers","14606 Carmenita Rd","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Wingstop","chicken_wings","13345 Telegraph Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Blaze Pizza","pizza","1360 S Beach Blvd","90631","CA","La Habra","90631","33.9427646","-117.963138",80902,72539,45409,"191.3212402"
"Juan's Rotisserie Chicken","chickenshop","12318 Valley View Ave","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Carl's Jr","hotdogs","12358 Washington Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Burger oliBella","burgers","10320 Painter Ave","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"La Victoria Taqueria","mexican","12615 Lambert Rd","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"J's Grill","breakfast_brunch","16347 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"RC Burgers","burgers","13694 Telegraph Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Panda Express","chinese","1350 S Beach Blvd Suite A","90631","CA","La Habra","90631","33.9427646","-117.963138",80902,72539,45409,"191.3212402"
"Del Taco","mexican","13204 Imperial Hwy","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Rosarito Taco Grill","mexican","16220 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ruby's Diner","diners","10109 Whittwood Dr","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eagles' Nest","delis","13800 Biola Ave","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Ortega's Fish & Grill","seafood","15660 Leffingwell Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"McDonald's","hotdogs","14317 Valley View Ave","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Jersey Mike's Subs","sandwiches","13809 E Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Panera Bread","sandwiches","15224 Rosecrans Avenue","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Papa Johns Pizza","pizza","14569 Telegraph Rd","90638","CA","La Mirada","90638","33.9113984","-117.9989996",116058,96936,79934,"312.2796246"
"Jack in the Box","burgers","13400 Telegraph Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Del Taco","mexican","9719 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"El Taco Sabroso","mexican","11503 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Little Caesars Pizza","pizza","11117 Santa Gertrudes Ave","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Senor Pepper's","mexican","15030 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Burger King","burgers","8845 S Painter St","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Jimmy John's","sandwiches","12376 Washington Blvd","90606","CA","Whittier","90606","33.9775294","-118.0729448",73814,58849,55841,"173.8921218"
"Burger King","burgers","2101 W Whittier Blvd","90631","CA","La Habra","90631","33.9427646","-117.963138",80902,72539,45409,"191.3212402"
"El Pollo Loco","mexican","10100 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Chipotle Mexican Grill","mexican","10120 Carmenita Rd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Jersey Mike's Subs","hotdogs","13352 Telegraph Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Uptown Provisions","sandwiches","12819 Penn St","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Flame Broiler","hotdogs","10633 Carmenita Rd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Panda Express","hotdogs","13471 Telegraph Rd.","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Red Robin Gourmet Burgers and Brews","burgers","15610 Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Mr. Giant","mexican","12831 Whittier Blvd","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
"Aki-Los Tacos Truck","foodtrucks","14212 Mulberry Dr","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Subway","sandwiches","14356 Telegraph Rd","90604","CA","Whittier","90604","33.9324918","-118.0266537",68760,62108,59694,"117.7944077"
"Burger King","burgers","13400 Rosecrans Ave","90650","CA","Norwalk","90650","33.9278762","-118.0841626",79170,300000,46580,"196.6219953"
"Orchards Bbq and Grill","bbq","16214  Whittier Blvd","90603",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jersey Mike's Subs","delis","1370 S Beach Blvd","90631","CA","La Habra","90631","33.9427646","-117.963138",80902,72539,45409,"191.3212402"
"Del Taco","hotdogs","751 S Beach Blvd","90631","CA","La Habra","90631","33.9427646","-117.963138",80902,72539,45409,"191.3212402"
"Galaxy Hamburgers","burgers","13400 Alondra Blvd","90703","CA","Cerritos","90703","33.8767524","-118.0551677",106789,96089,69002,"282.3141368"
"Jo Peeps Ny Pizza","pizza","14450 Whittier Blvd","90605","CA","Whittier","90605","33.9613945","-117.9940889",153156,300000,78923,"86.39403496"
"Dawa Grill","japanese","13353 Alondra Blvd","90670","CA","Santa Fe Springs","90670","33.9548068","-118.0716366",76128,60661,43733,"188.9230546"
"Rey's Little Kitchen","breakfast_brunch","12320 Penn St","90602","CA","Whittier","90602","33.9760214","-118.008555",70285,48157,55732,"460.3211243"
